track_id,instrument,predicted
track_1329947,drums,drums
track_1329948,guitar,guitar
track_1334746,drums,drums
track_1336288,bass,voice
track_1336289,bass,drums
track_1337390,bass,drums
track_1338392,drums,drums
track_1338394,drums,drums
track_1339347,guitar,guitar
track_1339348,guitar,voice
track_1339350,guitar,voice
track_1339384,guitar,guitar
track_1339385,guitar,guitar
track_1339481,guitar,guitar
track_1341457,bass,drums
track_1345602,bass,drums
track_1345990,guitar,guitar
track_1347387,drums,voice
track_1347390,drums,drums
track_1348174,voice,piano
track_1348178,drums,drums
track_1348179,voice,drums
track_1348729,bass,voice
track_1349619,bass,drums
track_1349623,drums,drums
track_1349673,drums,voice
track_1349709,drums,drums
track_1351024,guitar,voice
track_1352160,bass,drums
track_1352161,bass,drums
track_1352505,drums,drums
track_1354436,drums,voice
track_1355266,drums,drums
track_1355267,bass,drums
track_1355395,bass,voice
track_1356320,drums,drums
track_1357522,bass,piano
track_1357523,bass,drums
track_1357524,bass,drums
track_1357525,bass,drums
track_1357526,bass,drums
track_1357527,bass,drums
track_1357528,bass,drums
track_1357529,bass,drums
track_1357530,bass,drums
track_1357531,bass,drums
track_1357532,bass,drums
track_1357533,bass,drums
track_1357535,bass,drums
track_1357536,bass,drums
track_1358507,guitar,guitar
track_1358509,bass,guitar
track_1358542,guitar,piano
track_1358543,guitar,piano
track_1358544,guitar,guitar
track_1358687,drums,guitar
track_1359473,bass,drums
track_1359474,bass,drums
track_1359486,bass,drums
track_1359884,bass,drums
track_1360763,bass,drums
track_1361334,drums,drums
track_1361475,guitar,guitar
track_1363887,drums,voice
track_1364457,guitar,guitar
track_1364462,guitar,guitar
track_1364465,guitar,guitar
track_1367882,guitar,drums
track_1369350,guitar,voice
track_1369351,guitar,guitar
track_1369686,bass,drums
track_1370608,bass,guitar
track_1370609,bass,guitar
track_1370610,bass,guitar
track_1370611,bass,guitar
track_1370691,drums,voice
track_1371535,drums,drums
track_1371812,drums,drums
track_1371813,drums,drums
track_1372520,drums,drums
track_1372867,guitar,guitar
track_1372868,guitar,guitar
track_1372869,guitar,guitar
track_1372870,guitar,guitar
track_1372871,guitar,guitar
track_1372872,guitar,guitar
track_1372873,guitar,guitar
track_1372874,guitar,guitar
track_1372875,guitar,guitar
track_1372876,guitar,guitar
track_1373063,drums,voice
track_1374324,drums,drums
track_1374328,bass,drums
track_1379082,drums,voice
track_1379084,drums,drums
track_1379089,drums,voice
track_1379124,bass,voice
track_1380114,bass,drums
track_1380115,bass,drums
track_1380578,guitar,guitar
track_1381343,guitar,guitar
track_1381350,guitar,guitar
track_1381353,guitar,voice
track_1383742,bass,drums
track_1384031,bass,drums
track_1384033,voice,piano
track_1384233,guitar,drums
track_1384237,guitar,drums
track_1384682,bass,drums
track_1384684,bass,drums
track_1384691,bass,drums
track_1384753,bass,drums
track_1384789,bass,voice
track_1386744,guitar,guitar
track_1387381,drums,guitar
track_1387686,guitar,drums
track_1387687,guitar,drums
track_1387688,guitar,voice
track_1388860,guitar,guitar
track_1388883,drums,drums
track_1390345,guitar,voice
track_1390461,bass,drums
track_1391816,drums,guitar
track_1394752,guitar,guitar
track_1394753,guitar,guitar
track_1394755,guitar,guitar
track_1394762,guitar,guitar
track_1396204,drums,drums
track_1396208,bass,drums
track_1397212,drums,guitar
track_1399547,drums,voice
track_1399625,drums,drums
track_1400261,drums,guitar
track_1400797,drums,drums
track_1402111,drums,drums
track_1402848,drums,drums
track_1403968,bass,drums
track_1406276,drums,piano
track_1407555,guitar,guitar
track_1407657,guitar,voice
track_1408425,guitar,voice
track_1414764,guitar,voice
track_1415497,bass,drums
track_1416198,drums,drums
track_1417008,guitar,guitar
track_1417796,drums,piano
track_1418009,drums,guitar
track_1418294,guitar,guitar
track_1418296,guitar,guitar
track_1419758,bass,drums
track_1419773,bass,drums
track_1419774,bass,drums
track_1420651,bass,voice
