track_id,instrument,predicted
keyboard_electronic_010-092-100,synthesizer,synthesizer
keyboard_acoustic_010-026-100,synthesizer,synthesizer
keyboard_electronic_009-078-127,synthesizer,synthesizer
keyboard_electronic_082-067-100,synthesizer,synthesizer
keyboard_electronic_030-106-100,synthesizer,synthesizer
keyboard_electronic_087-028-127,synthesizer,synthesizer
keyboard_electronic_028-026-050,synthesizer,synthesizer
keyboard_electronic_028-030-100,synthesizer,synthesizer
keyboard_electronic_030-040-075,synthesizer,synthesizer
keyboard_electronic_087-070-075,synthesizer,synthesizer
keyboard_electronic_093-089-025,synthesizer,synthesizer
keyboard_electronic_007-024-050,synthesizer,synthesizer
keyboard_electronic_013-073-075,synthesizer,synthesizer
keyboard_electronic_087-062-100,synthesizer,synthesizer
keyboard_electronic_040-044-127,synthesizer,synthesizer
keyboard_electronic_034-039-075,synthesizer,guitar
keyboard_electronic_085-081-127,synthesizer,synthesizer
keyboard_electronic_031-058-127,synthesizer,guitar
keyboard_electronic_079-044-100,synthesizer,synthesizer
keyboard_electronic_055-092-100,synthesizer,synthesizer
keyboard_acoustic_002-105-050,synthesizer,synthesizer
keyboard_electronic_034-051-025,synthesizer,synthesizer
keyboard_electronic_029-066-025,synthesizer,synthesizer
keyboard_electronic_025-086-050,synthesizer,synthesizer
keyboard_electronic_030-093-075,synthesizer,synthesizer
keyboard_electronic_102-079-025,synthesizer,synthesizer
keyboard_electronic_094-024-025,synthesizer,synthesizer
keyboard_electronic_054-098-025,synthesizer,synthesizer
keyboard_acoustic_012-088-100,synthesizer,synthesizer
keyboard_electronic_037-070-127,synthesizer,synthesizer
keyboard_electronic_023-046-025,synthesizer,synthesizer
keyboard_electronic_008-071-025,synthesizer,synthesizer
keyboard_acoustic_018-088-050,synthesizer,synthesizer
keyboard_electronic_041-089-050,synthesizer,synthesizer
keyboard_acoustic_013-039-075,synthesizer,synthesizer
keyboard_acoustic_008-071-025,synthesizer,synthesizer
keyboard_acoustic_013-091-025,synthesizer,synthesizer
keyboard_electronic_000-039-075,synthesizer,synthesizer
keyboard_electronic_090-064-050,synthesizer,synthesizer
keyboard_acoustic_000-025-075,synthesizer,synthesizer
keyboard_electronic_038-071-050,synthesizer,synthesizer
keyboard_electronic_006-057-025,synthesizer,synthesizer
keyboard_acoustic_005-025-075,synthesizer,synthesizer
keyboard_acoustic_017-074-025,synthesizer,synthesizer
keyboard_electronic_017-054-025,synthesizer,synthesizer
keyboard_electronic_043-086-127,synthesizer,synthesizer
keyboard_electronic_063-081-100,synthesizer,synthesizer
keyboard_electronic_015-092-075,synthesizer,synthesizer
keyboard_electronic_086-080-100,synthesizer,synthesizer
keyboard_acoustic_003-052-025,synthesizer,synthesizer
keyboard_electronic_008-033-050,synthesizer,synthesizer
keyboard_electronic_075-066-100,synthesizer,synthesizer
keyboard_electronic_058-079-025,synthesizer,synthesizer
keyboard_acoustic_019-031-127,synthesizer,synthesizer
keyboard_electronic_026-082-025,synthesizer,synthesizer
keyboard_electronic_044-090-100,synthesizer,synthesizer
keyboard_electronic_020-036-075,synthesizer,synthesizer
keyboard_electronic_000-043-127,synthesizer,synthesizer
keyboard_acoustic_018-049-075,synthesizer,synthesizer
keyboard_electronic_064-091-025,synthesizer,synthesizer
keyboard_acoustic_014-070-050,synthesizer,synthesizer
keyboard_electronic_099-082-050,synthesizer,synthesizer
keyboard_electronic_080-072-075,synthesizer,synthesizer
keyboard_electronic_085-047-127,synthesizer,synthesizer
keyboard_acoustic_009-106-127,synthesizer,synthesizer
keyboard_electronic_018-050-075,synthesizer,guitar
keyboard_electronic_074-078-025,synthesizer,synthesizer
keyboard_electronic_012-029-075,synthesizer,guitar
keyboard_electronic_104-084-075,synthesizer,synthesizer
keyboard_electronic_019-035-025,synthesizer,synthesizer
keyboard_acoustic_014-032-050,synthesizer,synthesizer
keyboard_acoustic_008-055-025,synthesizer,synthesizer
keyboard_electronic_000-029-100,synthesizer,synthesizer
keyboard_electronic_082-053-025,synthesizer,synthesizer
keyboard_electronic_089-025-025,synthesizer,synthesizer
keyboard_electronic_024-071-050,synthesizer,guitar
keyboard_electronic_055-035-050,synthesizer,synthesizer
keyboard_acoustic_001-074-075,synthesizer,synthesizer
keyboard_electronic_044-068-075,synthesizer,synthesizer
keyboard_electronic_012-043-100,synthesizer,guitar
keyboard_electronic_093-053-025,synthesizer,synthesizer
keyboard_acoustic_014-062-075,synthesizer,synthesizer
keyboard_electronic_015-032-100,synthesizer,synthesizer
keyboard_electronic_097-057-100,synthesizer,guitar
keyboard_electronic_081-085-100,synthesizer,synthesizer
keyboard_electronic_028-051-100,synthesizer,synthesizer
keyboard_acoustic_018-084-075,synthesizer,synthesizer
keyboard_electronic_045-075-100,synthesizer,synthesizer
keyboard_electronic_105-072-050,synthesizer,synthesizer
keyboard_electronic_063-045-100,synthesizer,synthesizer
keyboard_acoustic_009-088-075,synthesizer,synthesizer
keyboard_electronic_079-056-075,synthesizer,guitar
keyboard_electronic_093-084-100,synthesizer,synthesizer
keyboard_electronic_084-060-075,synthesizer,synthesizer
keyboard_electronic_059-099-050,synthesizer,synthesizer
keyboard_acoustic_003-024-127,synthesizer,synthesizer
keyboard_electronic_081-030-025,synthesizer,synthesizer
keyboard_acoustic_002-024-127,synthesizer,guitar
keyboard_acoustic_008-061-100,synthesizer,synthesizer
keyboard_electronic_052-043-050,synthesizer,guitar
keyboard_acoustic_016-079-050,synthesizer,synthesizer
keyboard_electronic_037-077-100,synthesizer,synthesizer
keyboard_electronic_110-091-127,synthesizer,synthesizer
keyboard_electronic_077-035-025,synthesizer,synthesizer
keyboard_electronic_036-041-127,synthesizer,synthesizer
keyboard_electronic_037-049-127,synthesizer,synthesizer
keyboard_electronic_072-070-100,synthesizer,synthesizer
keyboard_acoustic_009-062-050,synthesizer,synthesizer
keyboard_electronic_051-029-050,synthesizer,synthesizer
keyboard_electronic_053-064-100,synthesizer,synthesizer
keyboard_electronic_056-040-100,synthesizer,synthesizer
keyboard_electronic_051-035-127,synthesizer,synthesizer
keyboard_electronic_022-038-050,synthesizer,synthesizer
keyboard_electronic_079-077-025,synthesizer,synthesizer
keyboard_electronic_028-107-100,synthesizer,synthesizer
keyboard_acoustic_010-022-100,synthesizer,synthesizer
keyboard_electronic_062-082-100,synthesizer,synthesizer
keyboard_electronic_071-060-050,synthesizer,synthesizer
keyboard_electronic_089-059-025,synthesizer,synthesizer
keyboard_acoustic_009-033-127,synthesizer,synthesizer
keyboard_electronic_000-029-025,synthesizer,synthesizer
keyboard_acoustic_012-050-127,synthesizer,synthesizer
keyboard_electronic_052-072-050,synthesizer,synthesizer
keyboard_acoustic_005-087-050,synthesizer,synthesizer
keyboard_electronic_015-021-025,synthesizer,synthesizer
keyboard_electronic_043-025-100,synthesizer,guitar
keyboard_electronic_034-105-025,synthesizer,synthesizer
keyboard_electronic_035-034-100,synthesizer,synthesizer
keyboard_electronic_012-040-100,synthesizer,guitar
keyboard_electronic_072-103-050,synthesizer,synthesizer
keyboard_electronic_043-037-025,synthesizer,guitar
keyboard_electronic_045-087-075,synthesizer,synthesizer
keyboard_acoustic_005-086-050,synthesizer,synthesizer
keyboard_electronic_059-043-075,synthesizer,synthesizer
keyboard_electronic_047-097-050,synthesizer,synthesizer
keyboard_electronic_020-088-050,synthesizer,synthesizer
keyboard_electronic_018-045-127,synthesizer,guitar
keyboard_electronic_099-054-127,synthesizer,guitar
keyboard_electronic_049-038-127,synthesizer,synthesizer
keyboard_electronic_000-086-025,synthesizer,synthesizer
keyboard_electronic_096-041-025,synthesizer,synthesizer
keyboard_electronic_011-051-050,synthesizer,synthesizer
keyboard_electronic_045-041-050,synthesizer,synthesizer
keyboard_electronic_047-026-100,synthesizer,synthesizer
keyboard_electronic_042-048-025,synthesizer,synthesizer
keyboard_acoustic_006-097-075,synthesizer,synthesizer
keyboard_electronic_093-103-100,synthesizer,synthesizer
keyboard_acoustic_018-075-127,synthesizer,synthesizer
keyboard_acoustic_000-070-075,synthesizer,synthesizer
keyboard_electronic_027-031-025,synthesizer,synthesizer
keyboard_electronic_026-089-127,synthesizer,synthesizer
keyboard_electronic_059-098-050,synthesizer,synthesizer
keyboard_electronic_021-021-127,synthesizer,synthesizer
keyboard_electronic_102-090-025,synthesizer,synthesizer
keyboard_electronic_100-102-127,synthesizer,synthesizer
keyboard_electronic_081-087-025,synthesizer,synthesizer
keyboard_electronic_019-049-100,synthesizer,synthesizer
guitar_electronic_023-095-127,guitar,synthesizer
guitar_electronic_006-040-050,guitar,guitar
guitar_acoustic_026-103-025,guitar,synthesizer
guitar_electronic_035-051-025,guitar,guitar
guitar_electronic_038-066-127,guitar,synthesizer
guitar_electronic_003-022-075,guitar,synthesizer
guitar_acoustic_002-059-050,guitar,synthesizer
guitar_electronic_011-042-075,guitar,synthesizer
guitar_electronic_001-084-127,guitar,synthesizer
guitar_acoustic_016-042-025,guitar,synthesizer
guitar_acoustic_032-098-100,guitar,synthesizer
guitar_electronic_021-071-050,guitar,synthesizer
guitar_acoustic_006-035-100,guitar,guitar
guitar_acoustic_009-098-100,guitar,synthesizer
guitar_electronic_004-059-100,guitar,synthesizer
guitar_acoustic_008-069-100,guitar,synthesizer
guitar_electronic_001-030-075,guitar,synthesizer
guitar_electronic_045-048-100,guitar,guitar
guitar_acoustic_008-056-025,guitar,guitar
guitar_electronic_020-043-075,guitar,guitar
guitar_electronic_013-048-050,guitar,synthesizer
guitar_acoustic_000-061-075,guitar,synthesizer
guitar_electronic_038-061-100,guitar,synthesizer
guitar_electronic_021-025-025,guitar,synthesizer
guitar_electronic_038-089-025,guitar,synthesizer
guitar_electronic_043-050-127,guitar,synthesizer
guitar_electronic_008-051-025,guitar,synthesizer
guitar_electronic_016-088-075,guitar,synthesizer
guitar_electronic_024-083-075,guitar,synthesizer
guitar_electronic_021-039-025,guitar,synthesizer
guitar_electronic_027-076-050,guitar,synthesizer
guitar_electronic_015-063-075,guitar,synthesizer
guitar_electronic_023-040-050,guitar,guitar
guitar_acoustic_001-089-100,guitar,synthesizer
guitar_acoustic_016-097-100,guitar,synthesizer
guitar_acoustic_009-025-075,guitar,synthesizer
guitar_acoustic_005-043-050,guitar,synthesizer
guitar_electronic_021-034-127,guitar,synthesizer
guitar_electronic_015-096-127,guitar,synthesizer
guitar_acoustic_007-038-050,guitar,synthesizer
guitar_acoustic_020-037-127,guitar,synthesizer
guitar_electronic_002-027-025,guitar,guitar
guitar_acoustic_011-091-050,guitar,synthesizer
guitar_electronic_013-069-050,guitar,synthesizer
guitar_electronic_016-046-100,guitar,synthesizer
guitar_electronic_020-077-075,guitar,synthesizer
guitar_acoustic_032-073-127,guitar,synthesizer
guitar_acoustic_023-048-025,guitar,synthesizer
guitar_acoustic_026-024-075,guitar,synthesizer
guitar_acoustic_009-069-127,guitar,guitar
guitar_electronic_012-081-100,guitar,synthesizer
guitar_acoustic_018-070-075,guitar,synthesizer
guitar_acoustic_024-048-127,guitar,guitar
guitar_acoustic_032-054-127,guitar,synthesizer
guitar_electronic_045-078-100,guitar,synthesizer
guitar_electronic_044-052-127,guitar,synthesizer
guitar_acoustic_023-079-100,guitar,guitar
guitar_electronic_030-061-100,guitar,synthesizer
guitar_acoustic_016-052-100,guitar,synthesizer
guitar_electronic_007-041-025,guitar,synthesizer
guitar_electronic_030-045-025,guitar,synthesizer
guitar_electronic_036-031-127,guitar,synthesizer
guitar_electronic_002-087-075,guitar,synthesizer
guitar_electronic_009-054-025,guitar,guitar
guitar_electronic_044-048-127,guitar,synthesizer
guitar_acoustic_018-046-100,guitar,synthesizer
guitar_electronic_002-078-075,guitar,synthesizer
guitar_electronic_004-043-075,guitar,guitar
guitar_electronic_016-101-025,guitar,synthesizer
guitar_acoustic_005-055-075,guitar,guitar
guitar_electronic_009-070-075,guitar,synthesizer
guitar_electronic_031-040-127,guitar,guitar
guitar_electronic_001-072-050,guitar,synthesizer
guitar_acoustic_017-068-075,guitar,synthesizer
guitar_electronic_037-074-100,guitar,synthesizer
guitar_electronic_013-079-100,guitar,synthesizer
guitar_acoustic_017-045-100,guitar,guitar
guitar_acoustic_018-104-075,guitar,synthesizer
guitar_acoustic_024-084-050,guitar,synthesizer
guitar_electronic_043-090-025,guitar,synthesizer
guitar_electronic_009-106-127,guitar,synthesizer
guitar_electronic_030-037-050,guitar,synthesizer
guitar_electronic_004-062-075,guitar,guitar
guitar_electronic_008-074-025,guitar,synthesizer
guitar_acoustic_012-021-127,guitar,synthesizer
guitar_electronic_000-021-100,guitar,synthesizer
guitar_acoustic_016-077-050,guitar,synthesizer
guitar_electronic_024-045-100,guitar,guitar
guitar_electronic_034-072-100,guitar,synthesizer
guitar_electronic_020-085-100,guitar,synthesizer
guitar_acoustic_020-041-025,guitar,synthesizer
guitar_electronic_023-081-100,guitar,synthesizer
guitar_acoustic_029-042-075,guitar,guitar
guitar_electronic_020-063-050,guitar,guitar
guitar_electronic_030-055-050,guitar,synthesizer
guitar_electronic_000-084-050,guitar,synthesizer
guitar_electronic_040-043-127,guitar,guitar
guitar_acoustic_011-081-075,guitar,synthesizer
guitar_acoustic_022-036-127,guitar,guitar
guitar_acoustic_016-104-100,guitar,synthesizer
guitar_electronic_008-042-075,guitar,guitar
guitar_electronic_027-013-025,guitar,guitar
guitar_electronic_029-075-100,guitar,synthesizer
guitar_acoustic_011-086-100,guitar,synthesizer
guitar_acoustic_003-046-075,guitar,synthesizer
guitar_electronic_034-028-100,guitar,synthesizer
guitar_acoustic_005-094-075,guitar,synthesizer
guitar_electronic_000-080-050,guitar,synthesizer
guitar_acoustic_017-052-075,guitar,synthesizer
guitar_acoustic_006-090-127,guitar,guitar
guitar_electronic_017-028-075,guitar,synthesizer
guitar_electronic_007-087-050,guitar,synthesizer
guitar_electronic_036-078-025,guitar,synthesizer
guitar_electronic_029-072-025,guitar,synthesizer
guitar_acoustic_006-021-127,guitar,synthesizer
guitar_electronic_019-052-075,guitar,guitar
guitar_electronic_030-050-075,guitar,guitar
guitar_electronic_032-089-075,guitar,synthesizer
guitar_electronic_002-105-050,guitar,synthesizer
guitar_electronic_016-104-025,guitar,synthesizer
guitar_acoustic_005-047-050,guitar,guitar
guitar_acoustic_005-054-025,guitar,synthesizer
guitar_acoustic_029-054-127,guitar,guitar
guitar_electronic_012-046-025,guitar,guitar
guitar_electronic_008-021-075,guitar,synthesizer
guitar_electronic_033-057-075,guitar,guitar
guitar_electronic_034-042-100,guitar,synthesizer
guitar_electronic_040-066-075,guitar,guitar
guitar_electronic_036-104-050,guitar,synthesizer
guitar_electronic_018-027-075,guitar,synthesizer
guitar_electronic_026-106-075,guitar,synthesizer
guitar_electronic_015-099-075,guitar,synthesizer
guitar_electronic_015-058-127,guitar,synthesizer
guitar_acoustic_009-094-075,guitar,synthesizer
guitar_electronic_007-072-075,guitar,synthesizer
guitar_electronic_038-042-100,guitar,synthesizer
guitar_electronic_036-024-127,guitar,synthesizer
guitar_acoustic_012-049-075,guitar,synthesizer
guitar_electronic_021-083-050,guitar,synthesizer
guitar_acoustic_007-072-025,guitar,synthesizer
guitar_electronic_031-044-050,guitar,guitar
guitar_electronic_002-055-025,guitar,synthesizer
guitar_acoustic_004-102-025,guitar,synthesizer
guitar_acoustic_003-043-127,guitar,synthesizer
guitar_electronic_014-073-050,guitar,synthesizer
guitar_electronic_037-051-025,guitar,guitar
guitar_acoustic_033-100-025,guitar,synthesizer
guitar_electronic_023-056-127,guitar,guitar
guitar_electronic_042-082-100,guitar,synthesizer
guitar_acoustic_011-075-025,guitar,guitar
guitar_electronic_027-060-100,guitar,synthesizer
guitar_electronic_030-087-075,guitar,synthesizer
guitar_electronic_008-086-100,guitar,synthesizer
guitar_acoustic_022-063-075,guitar,synthesizer
guitar_acoustic_004-025-050,guitar,synthesizer
guitar_acoustic_024-073-050,guitar,synthesizer
guitar_acoustic_000-039-100,guitar,synthesizer
guitar_electronic_024-070-025,guitar,guitar
guitar_acoustic_020-039-050,guitar,synthesizer
guitar_electronic_012-063-050,guitar,synthesizer
guitar_acoustic_032-107-025,guitar,synthesizer
guitar_electronic_002-072-050,guitar,synthesizer
guitar_electronic_016-076-100,guitar,synthesizer
guitar_electronic_039-064-050,guitar,synthesizer
guitar_electronic_030-023-025,guitar,synthesizer
guitar_electronic_016-031-100,guitar,synthesizer
guitar_acoustic_033-038-050,guitar,synthesizer
guitar_electronic_003-085-100,guitar,synthesizer
guitar_electronic_017-091-127,guitar,synthesizer
guitar_electronic_015-022-075,guitar,guitar
guitar_acoustic_032-054-075,guitar,synthesizer
guitar_acoustic_000-091-075,guitar,synthesizer
guitar_electronic_008-024-100,guitar,synthesizer
guitar_electronic_039-042-025,guitar,synthesizer
guitar_electronic_007-021-050,guitar,synthesizer
guitar_acoustic_003-080-050,guitar,synthesizer
guitar_acoustic_032-085-100,guitar,synthesizer
guitar_electronic_002-032-127,guitar,synthesizer
guitar_electronic_030-078-025,guitar,synthesizer
guitar_acoustic_024-084-025,guitar,synthesizer
guitar_acoustic_022-057-127,guitar,guitar
guitar_acoustic_024-060-050,guitar,synthesizer
guitar_electronic_044-080-100,guitar,synthesizer
guitar_electronic_011-074-100,guitar,synthesizer
guitar_electronic_002-074-075,guitar,synthesizer
guitar_electronic_017-072-075,guitar,synthesizer
guitar_electronic_004-062-050,guitar,guitar
guitar_acoustic_004-098-127,guitar,synthesizer
guitar_electronic_004-052-075,guitar,synthesizer
guitar_electronic_032-022-050,guitar,synthesizer
guitar_electronic_039-041-100,guitar,synthesizer
guitar_electronic_038-026-100,guitar,synthesizer
guitar_electronic_015-066-025,guitar,synthesizer
guitar_electronic_021-025-100,guitar,synthesizer
guitar_acoustic_002-060-025,guitar,synthesizer
guitar_electronic_015-075-100,guitar,synthesizer
guitar_acoustic_017-041-100,guitar,guitar
guitar_acoustic_002-051-127,guitar,synthesizer
guitar_electronic_011-072-050,guitar,synthesizer
guitar_acoustic_024-101-075,guitar,synthesizer
guitar_electronic_000-084-025,guitar,synthesizer
guitar_electronic_034-040-050,guitar,synthesizer
guitar_electronic_027-084-100,guitar,synthesizer
guitar_acoustic_008-075-127,guitar,synthesizer
guitar_acoustic_001-092-025,guitar,synthesizer
guitar_electronic_040-044-127,guitar,guitar
guitar_electronic_009-049-075,guitar,synthesizer
guitar_electronic_021-108-127,guitar,synthesizer
guitar_acoustic_009-028-050,guitar,synthesizer
guitar_electronic_012-043-075,guitar,synthesizer
guitar_acoustic_004-028-050,guitar,synthesizer
guitar_electronic_044-091-100,guitar,synthesizer
guitar_electronic_005-022-025,guitar,synthesizer
guitar_electronic_041-064-050,guitar,guitar
guitar_electronic_031-087-100,guitar,synthesizer
guitar_electronic_023-042-025,guitar,synthesizer
guitar_acoustic_019-028-100,guitar,synthesizer
guitar_electronic_009-024-127,guitar,synthesizer
guitar_acoustic_029-037-050,guitar,guitar
guitar_acoustic_000-050-075,guitar,synthesizer
guitar_electronic_007-063-075,guitar,synthesizer
guitar_electronic_045-048-127,guitar,guitar
guitar_electronic_015-081-025,guitar,synthesizer
guitar_electronic_033-079-100,guitar,synthesizer
guitar_electronic_023-029-025,guitar,synthesizer
guitar_acoustic_018-082-050,guitar,synthesizer
guitar_electronic_009-088-127,guitar,synthesizer
guitar_acoustic_012-030-127,guitar,guitar
guitar_electronic_042-060-075,guitar,synthesizer
guitar_acoustic_024-097-127,guitar,synthesizer
guitar_acoustic_016-024-025,guitar,synthesizer
guitar_acoustic_016-021-050,guitar,synthesizer
guitar_acoustic_026-085-075,guitar,synthesizer
guitar_acoustic_022-040-075,guitar,guitar
guitar_electronic_041-077-025,guitar,synthesizer
guitar_acoustic_002-093-025,guitar,synthesizer
guitar_electronic_037-025-025,guitar,synthesizer
guitar_acoustic_013-046-100,guitar,synthesizer
guitar_electronic_017-099-075,guitar,synthesizer
guitar_electronic_036-031-075,guitar,synthesizer
guitar_acoustic_028-105-050,guitar,synthesizer
guitar_electronic_010-095-075,guitar,synthesizer
guitar_acoustic_027-049-100,guitar,guitar
guitar_acoustic_032-106-025,guitar,synthesizer
guitar_acoustic_005-070-127,guitar,synthesizer
guitar_electronic_039-089-127,guitar,synthesizer
guitar_electronic_031-100-025,guitar,synthesizer
guitar_electronic_015-044-100,guitar,guitar
guitar_electronic_012-071-100,guitar,synthesizer
guitar_electronic_009-029-025,guitar,synthesizer
guitar_acoustic_012-078-075,guitar,synthesizer
guitar_electronic_012-040-025,guitar,guitar
guitar_electronic_012-084-127,guitar,synthesizer
guitar_electronic_046-105-127,guitar,synthesizer
guitar_acoustic_003-041-075,guitar,synthesizer
guitar_acoustic_033-080-100,guitar,synthesizer
guitar_acoustic_026-041-050,guitar,guitar
guitar_acoustic_002-081-127,guitar,synthesizer
guitar_electronic_009-084-025,guitar,synthesizer
guitar_electronic_007-051-075,guitar,synthesizer
guitar_electronic_012-055-127,guitar,guitar
guitar_acoustic_017-053-025,guitar,synthesizer
guitar_electronic_010-032-100,guitar,synthesizer
guitar_electronic_044-080-127,guitar,synthesizer
guitar_electronic_031-056-100,guitar,synthesizer
guitar_electronic_003-039-025,guitar,synthesizer
guitar_electronic_032-086-050,guitar,synthesizer
guitar_acoustic_028-021-100,guitar,synthesizer
guitar_electronic_002-061-100,guitar,synthesizer
guitar_electronic_017-046-127,guitar,synthesizer
guitar_acoustic_005-060-127,guitar,synthesizer
guitar_electronic_012-046-050,guitar,synthesizer
guitar_electronic_030-080-050,guitar,synthesizer
guitar_acoustic_003-087-050,guitar,synthesizer
guitar_acoustic_026-030-075,guitar,synthesizer
guitar_electronic_010-076-100,guitar,synthesizer
guitar_electronic_007-097-025,guitar,synthesizer
guitar_electronic_016-097-100,guitar,synthesizer
guitar_acoustic_026-081-100,guitar,synthesizer
guitar_acoustic_004-040-050,guitar,synthesizer
guitar_electronic_013-044-025,guitar,synthesizer
guitar_acoustic_025-061-100,guitar,guitar
guitar_electronic_019-045-025,guitar,guitar
guitar_electronic_039-075-127,guitar,synthesizer
guitar_acoustic_002-074-127,guitar,synthesizer
guitar_acoustic_019-032-050,guitar,synthesizer
guitar_electronic_002-057-025,guitar,synthesizer
guitar_electronic_005-026-050,guitar,synthesizer
guitar_electronic_037-062-127,guitar,synthesizer
guitar_electronic_019-062-100,guitar,guitar
guitar_electronic_031-106-075,guitar,synthesizer
guitar_acoustic_003-083-127,guitar,synthesizer
guitar_electronic_011-078-050,guitar,synthesizer
guitar_acoustic_008-087-127,guitar,synthesizer
guitar_acoustic_005-037-025,guitar,synthesizer
guitar_electronic_036-067-127,guitar,synthesizer
guitar_electronic_038-039-025,guitar,synthesizer
guitar_electronic_045-060-025,guitar,synthesizer
guitar_acoustic_000-087-127,guitar,synthesizer
guitar_electronic_038-080-075,guitar,synthesizer
guitar_electronic_011-062-100,guitar,voice
guitar_electronic_038-078-050,guitar,synthesizer
guitar_electronic_031-065-025,guitar,synthesizer
guitar_electronic_039-026-025,guitar,synthesizer
guitar_electronic_038-088-100,guitar,synthesizer
guitar_electronic_015-047-127,guitar,guitar
guitar_electronic_014-049-075,guitar,synthesizer
guitar_electronic_002-058-075,guitar,synthesizer
guitar_electronic_000-037-127,guitar,guitar
guitar_electronic_007-102-050,guitar,synthesizer
guitar_electronic_017-103-075,guitar,synthesizer
guitar_acoustic_011-074-075,guitar,synthesizer
guitar_electronic_020-067-025,guitar,synthesizer
guitar_electronic_001-023-075,guitar,synthesizer
guitar_electronic_031-091-025,guitar,synthesizer
guitar_electronic_018-096-100,guitar,synthesizer
guitar_acoustic_016-098-075,guitar,synthesizer
guitar_electronic_026-069-025,guitar,synthesizer
guitar_acoustic_032-028-100,guitar,synthesizer
guitar_acoustic_028-030-075,guitar,synthesizer
guitar_acoustic_007-073-100,guitar,synthesizer
guitar_acoustic_033-104-127,guitar,synthesizer
guitar_electronic_037-033-127,guitar,synthesizer
guitar_electronic_024-059-127,guitar,synthesizer
guitar_electronic_038-053-025,guitar,synthesizer
guitar_acoustic_031-060-050,guitar,guitar
guitar_acoustic_017-055-075,guitar,guitar
guitar_electronic_038-100-127,guitar,synthesizer
guitar_electronic_012-055-075,guitar,synthesizer
guitar_electronic_024-057-025,guitar,guitar
guitar_electronic_035-054-127,guitar,guitar
guitar_electronic_031-032-025,guitar,synthesizer
guitar_electronic_032-053-100,guitar,guitar
guitar_acoustic_007-024-127,guitar,synthesizer
guitar_electronic_017-093-050,guitar,synthesizer
guitar_electronic_002-082-075,guitar,synthesizer
guitar_electronic_003-098-075,guitar,synthesizer
guitar_electronic_010-044-100,guitar,guitar
guitar_electronic_030-038-025,guitar,guitar
guitar_electronic_019-061-050,guitar,guitar
guitar_electronic_002-024-100,guitar,synthesizer
guitar_electronic_001-058-127,guitar,guitar
guitar_electronic_036-048-100,guitar,synthesizer
guitar_acoustic_027-053-025,guitar,guitar
guitar_electronic_017-023-127,guitar,synthesizer
guitar_electronic_003-098-127,guitar,synthesizer
guitar_electronic_003-075-025,guitar,synthesizer
guitar_acoustic_009-097-050,guitar,synthesizer
guitar_electronic_016-043-127,guitar,synthesizer
guitar_electronic_024-053-127,guitar,guitar
guitar_electronic_016-093-050,guitar,synthesizer
guitar_acoustic_017-045-050,guitar,synthesizer
guitar_electronic_039-058-025,guitar,voice
guitar_acoustic_009-068-075,guitar,guitar
guitar_electronic_037-103-050,guitar,synthesizer
guitar_electronic_001-081-075,guitar,synthesizer
guitar_electronic_006-058-025,guitar,guitar
guitar_electronic_030-077-100,guitar,synthesizer
guitar_electronic_020-041-100,guitar,guitar
guitar_acoustic_002-028-075,guitar,synthesizer
guitar_electronic_035-059-025,guitar,synthesizer
guitar_electronic_036-082-025,guitar,synthesizer
guitar_acoustic_008-107-127,guitar,synthesizer
guitar_acoustic_009-067-100,guitar,guitar
guitar_electronic_013-076-050,guitar,synthesizer
guitar_electronic_011-042-127,guitar,synthesizer
guitar_acoustic_022-054-100,guitar,guitar
guitar_acoustic_006-063-050,guitar,guitar
guitar_electronic_000-065-100,guitar,synthesizer
guitar_electronic_044-060-075,guitar,synthesizer
guitar_electronic_040-079-075,guitar,synthesizer
guitar_electronic_013-077-127,guitar,synthesizer
guitar_electronic_034-041-025,guitar,synthesizer
guitar_acoustic_006-069-100,guitar,synthesizer
guitar_acoustic_013-037-100,guitar,synthesizer
guitar_electronic_030-021-100,guitar,synthesizer
guitar_acoustic_000-048-025,guitar,synthesizer
guitar_acoustic_034-077-025,guitar,synthesizer
guitar_electronic_001-081-127,guitar,synthesizer
guitar_electronic_043-065-127,guitar,synthesizer
guitar_electronic_015-038-050,guitar,guitar
guitar_acoustic_022-071-025,guitar,synthesizer
guitar_electronic_032-029-100,guitar,synthesizer
guitar_electronic_034-023-100,guitar,synthesizer
guitar_electronic_013-044-100,guitar,synthesizer
guitar_electronic_023-047-025,guitar,synthesizer
guitar_electronic_014-063-100,guitar,synthesizer
guitar_electronic_015-092-100,guitar,synthesizer
guitar_acoustic_034-030-075,guitar,guitar
guitar_acoustic_001-026-127,guitar,synthesizer
guitar_acoustic_033-058-127,guitar,guitar
guitar_acoustic_000-086-127,guitar,synthesizer
guitar_electronic_000-071-050,guitar,synthesizer
guitar_electronic_017-095-127,guitar,synthesizer
guitar_electronic_006-060-075,guitar,guitar
guitar_acoustic_003-042-025,guitar,synthesizer
guitar_acoustic_016-095-050,guitar,synthesizer
guitar_acoustic_004-085-075,guitar,synthesizer
guitar_electronic_012-049-050,guitar,synthesizer
guitar_acoustic_028-092-100,guitar,synthesizer
guitar_acoustic_009-076-050,guitar,synthesizer
guitar_acoustic_002-088-025,guitar,synthesizer
guitar_acoustic_018-071-075,guitar,synthesizer
guitar_electronic_005-098-100,guitar,synthesizer
guitar_electronic_004-082-025,guitar,synthesizer
guitar_acoustic_032-076-100,guitar,synthesizer
